fact	theory	source_file	source_line	has_skip_proof	depends_on_article_sorry	consumer_chapters	dependency_chapters	consumer_article_count	bucket	availability_stage
pss_wip.ljx_nextrel0_unique	pss_wip	isabelle/layerB/pss_wip.thy	114461	false	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.ljx_trunk_interior_nadm	pss_wip	isabelle/layerB/pss_wip.thy	114483	false	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.ljx_lastblock_le0	pss_wip	isabelle/layerB/pss_wip.thy	114500	true	false	8	5,6	5	chapter-8/local	PSS/after-6
pss_wip.ljx_RightNodes_pj_ldj	pss_wip	isabelle/layerB/pss_wip.thy	114535	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.ljx_RightNodes_a0_trmax	pss_wip	isabelle/layerB/pss_wip.thy	114607	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.ljx_nextrel0_star_last	pss_wip	isabelle/layerB/pss_wip.thy	114734	false	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.ljx_nextrel0_succ_intro	pss_wip	isabelle/layerB/pss_wip.thy	114739	false	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.ljx_nextrel0_seg0	pss_wip	isabelle/layerB/pss_wip.thy	114747	false	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.ljx_adm_seg0	pss_wip	isabelle/layerB/pss_wip.thy	114780	false	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.ljx_Adm_eq_0	pss_wip	isabelle/layerB/pss_wip.thy	114794	true	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.ljx_RA_singleton	pss_wip	isabelle/layerB/pss_wip.thy	114817	true	false	8	5,6	5	chapter-8/local	PSS/after-6
pss_wip.ljx_RA_unfold_mono	pss_wip	isabelle/layerB/pss_wip.thy	114823	true	false	8	5,6	5	chapter-8/local	PSS/after-6
pss_wip.ljx_RightNodes_a0_lt_trmax	pss_wip	isabelle/layerB/pss_wip.thy	114847	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.ljx_LDJB	pss_wip	isabelle/layerB/pss_wip.thy	115131	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.ljx_TVall_of_fin	pss_wip	isabelle/layerB/pss_wip.thy	115242	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.ljx_termination_modOT	pss_wip	isabelle/layerB/pss_wip.thy	115255	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.opx_leBT_min	pss_wip	isabelle/layerB/pss_wip.thy	115345	true	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.opx_lessBT_append_ext	pss_wip	isabelle/layerB/pss_wip.thy	115371	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.opx_lessBT_append_cancel	pss_wip	isabelle/layerB/pss_wip.thy	115401	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.opx_descP_snoc_intro	pss_wip	isabelle/layerB/pss_wip.thy	115414	true	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.opx_descP_append_rep	pss_wip	isabelle/layerB/pss_wip.thy	115441	true	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.opx_OT_append_rep	pss_wip	isabelle/layerB/pss_wip.thy	115476	true	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.opx_operB_snoc_local	pss_wip	isabelle/layerB/pss_wip.thy	115508	true	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.opx_mono_Trans_singleton	pss_wip	isabelle/layerB/pss_wip.thy	115540	true	false	8	5,6,7	5	chapter-8/local	PSS/after-7
pss_wip.opx_OTmulti	pss_wip	isabelle/layerB/pss_wip.thy	115556	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.opx_termination_census	pss_wip	isabelle/layerB/pss_wip.thy	116119	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.opx_OT_removal	pss_wip	isabelle/layerB/pss_wip.thy	116164	true	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.opx_OTpred_monoBr_of_DEEPOT	pss_wip	isabelle/layerB/pss_wip.thy	116197	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.opx_OTpred_multi_of_mono	pss_wip	isabelle/layerB/pss_wip.thy	116306	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.opx_OTpred_mono_of_residuals	pss_wip	isabelle/layerB/pss_wip.thy	116524	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.opx_OTpred_of_residuals	pss_wip	isabelle/layerB/pss_wip.thy	116573	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.opx_termination_census_v3	pss_wip	isabelle/layerB/pss_wip.thy	116617	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.otx3_setle_triG	pss_wip	isabelle/layerB/pss_wip.thy	116708	true	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.otx3_pOT	pss_wip	isabelle/layerB/pss_wip.thy	116725	true	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.otx3_triG_lift	pss_wip	isabelle/layerB/pss_wip.thy	116765	true	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.otx3_level	pss_wip	isabelle/layerB/pss_wip.thy	116828	true	false	8	8	5	chapter-8/local	PSS/after-8
pss_wip.otx3_core	pss_wip	isabelle/layerB/pss_wip.thy	116869	true	false	8	7,8	5	chapter-8/local	PSS/after-8
pss_wip.otx3_transport	pss_wip	isabelle/layerB/pss_wip.thy	116928	true	false	8	7,8	5	chapter-8/local	PSS/after-8
pss_wip.otx3_OTint_condV	pss_wip	isabelle/layerB/pss_wip.thy	116957	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.otx3_OTint_condV_nadm	pss_wip	isabelle/layerB/pss_wip.thy	116968	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.otx3_OTint_slot	pss_wip	isabelle/layerB/pss_wip.thy	116991	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.otx3_census	pss_wip	isabelle/layerB/pss_wip.thy	117028	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.wfc_GBT_antitone	pss_wip	isabelle/layerB/pss_wip.thy	117115	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_sec_component	pss_wip	isabelle/layerB/pss_wip.thy	117147	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_principal_acc_of_body_aux	pss_wip	isabelle/layerB/pss_wip.thy	117180	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_principal_acc_of_body	pss_wip	isabelle/layerB/pss_wip.thy	117216	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_wf_of_pbody_hyp	pss_wip	isabelle/layerB/pss_wip.thy	117225	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_wf_of_pbody	pss_wip	isabelle/layerB/pss_wip.thy	117294	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_pbody_of_wf	pss_wip	isabelle/layerB/pss_wip.thy	117302	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_pbody_iff_wf	pss_wip	isabelle/layerB/pss_wip.thy	117310	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_pbody_iff_collapse_core	pss_wip	isabelle/layerB/pss_wip.thy	117313	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_pbody_iff_level_jump	pss_wip	isabelle/layerB/pss_wip.thy	117316	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_acc_singleton	pss_wip	isabelle/layerB/pss_wip.thy	117322	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_tail_lessBT	pss_wip	isabelle/layerB/pss_wip.thy	117346	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_member_leBT	pss_wip	isabelle/layerB/pss_wip.thy	117367	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_acc_component	pss_wip	isabelle/layerB/pss_wip.thy	117408	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_tuple_acc_iff	pss_wip	isabelle/layerB/pss_wip.thy	117436	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_maxe_mem	pss_wip	isabelle/layerB/pss_wip.thy	117464	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_G_lvT	pss_wip	isabelle/layerB/pss_wip.thy	117483	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_acc_of_core_upto	pss_wip	isabelle/layerB/pss_wip.thy	117522	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_acc_levels_of_jump_steps	pss_wip	isabelle/layerB/pss_wip.thy	117581	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_wf_of_jump_steps	pss_wip	isabelle/layerB/pss_wip.thy	117608	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_level_jump_of_jump_steps	pss_wip	isabelle/layerB/pss_wip.thy	117634	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_collapse_core_of_jump_steps	pss_wip	isabelle/layerB/pss_wip.thy	117639	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_core_upto_of_wf	pss_wip	isabelle/layerB/pss_wip.thy	117644	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_jump_step_of_wf	pss_wip	isabelle/layerB/pss_wip.thy	117651	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_wf_iff_jump_steps	pss_wip	isabelle/layerB/pss_wip.thy	117655	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_core_upto_of_collapse_core	pss_wip	isabelle/layerB/pss_wip.thy	117658	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfc_collapse_core_of_upto	pss_wip	isabelle/layerB/pss_wip.thy	117662	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.oc4_ordIntC_strict	pss_wip	isabelle/layerB/pss_wip.thy	117769	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.oc4_ordIntC	pss_wip	isabelle/layerB/pss_wip.thy	117854	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.oc4_termination_census_master	pss_wip	isabelle/layerB/pss_wip.thy	117911	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.oc4_OTmulti	pss_wip	isabelle/layerB/pss_wip.thy	117981	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.oc4_L1v	pss_wip	isabelle/layerB/pss_wip.thy	118015	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.oc4_termination_census_master_v2	pss_wip	isabelle/layerB/pss_wip.thy	118034	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.oi4_DEADM1	pss_wip	isabelle/layerB/pss_wip.thy	118106	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.oi4_DEADM2	pss_wip	isabelle/layerB/pss_wip.thy	118127	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.oi4_PredNp	pss_wip	isabelle/layerB/pss_wip.thy	118150	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.oi4_Lpv	pss_wip	isabelle/layerB/pss_wip.thy	118158	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.oi4_L1v	pss_wip	isabelle/layerB/pss_wip.thy	118173	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.oi4_OTint_condV_nadm	pss_wip	isabelle/layerB/pss_wip.thy	118188	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.oi4_OTint_slot_IIIIV	pss_wip	isabelle/layerB/pss_wip.thy	118204	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.oi4_census_IIIIV	pss_wip	isabelle/layerB/pss_wip.thy	118225	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.wds_hullT_iff	pss_wip	isabelle/layerB/pss_wip.thy	118328	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_finite_GBT	pss_wip	isabelle/layerB/pss_wip.thy	118331	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_distD_frag	pss_wip	isabelle/layerB/pss_wip.thy	118367	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_distD_down	pss_wip	isabelle/layerB/pss_wip.thy	118370	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_distD_acc	pss_wip	isabelle/layerB/pss_wip.thy	118374	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_distD_prog	pss_wip	isabelle/layerB/pss_wip.thy	118378	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_distI	pss_wip	isabelle/layerB/pss_wip.thy	118385	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_acc_lift_aux	pss_wip	isabelle/layerB/pss_wip.thy	118398	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_acc_lift	pss_wip	isabelle/layerB/pss_wip.thy	118418	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_dist_comparable	pss_wip	isabelle/layerB/pss_wip.thy	118431	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_Mset_upper	pss_wip	isabelle/layerB/pss_wip.thy	118467	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_Mset_ex	pss_wip	isabelle/layerB/pss_wip.thy	118470	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_Mset_frag	pss_wip	isabelle/layerB/pss_wip.thy	118473	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_Mset_downclosed	pss_wip	isabelle/layerB/pss_wip.thy	118480	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_Mset_subset_acc	pss_wip	isabelle/layerB/pss_wip.thy	118490	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_Mset_relacc	pss_wip	isabelle/layerB/pss_wip.thy	118497	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_dist_finite_cover	pss_wip	isabelle/layerB/pss_wip.thy	118512	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_Mset_distinguished	pss_wip	isabelle/layerB/pss_wip.thy	118540	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_hauptlemma_aux	pss_wip	isabelle/layerB/pss_wip.thy	118633	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_hauptlemma	pss_wip	isabelle/layerB/pss_wip.thy	118682	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_pbody_of_collapse	pss_wip	isabelle/layerB/pss_wip.thy	118693	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_wf_RPrel_of_collapse	pss_wip	isabelle/layerB/pss_wip.thy	118721	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_wf_RTrel_of_collapse	pss_wip	isabelle/layerB/pss_wip.thy	118725	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_buc1_2_2_of_collapse	pss_wip	isabelle/layerB/pss_wip.thy	118729	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_collapse_core_of_collapse	pss_wip	isabelle/layerB/pss_wip.thy	118735	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_jump_steps_of_collapse	pss_wip	isabelle/layerB/pss_wip.thy	118739	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_frag_distinguished_of_wf	pss_wip	isabelle/layerB/pss_wip.thy	118745	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_collapse_of_wf	pss_wip	isabelle/layerB/pss_wip.thy	118768	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_collapse_iff_wf	pss_wip	isabelle/layerB/pss_wip.thy	118783	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_collapse_iff_pbody	pss_wip	isabelle/layerB/pss_wip.thy	118786	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wds_Mset_eq_frag_of_collapse	pss_wip	isabelle/layerB/pss_wip.thy	118789	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.opf_hd_pin	pss_wip	isabelle/layerB/pss_wip.thy	118860	true	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.opf_hdV_eq	pss_wip	isabelle/layerB/pss_wip.thy	118914	true	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.opf_lastIx_gt	pss_wip	isabelle/layerB/pss_wip.thy	118924	true	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.opf_head_ge_of_domB	pss_wip	isabelle/layerB/pss_wip.thy	118972	true	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.opf_Lbase_of_domB	pss_wip	isabelle/layerB/pss_wip.thy	119002	true	false	8	7	5	chapter-8/local	PSS/after-7
pss_scratch.od4_sz_pos	pss_scratch	isabelle/layerC/pss_scratch.thy	54	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.od4_szP_ge2	pss_scratch	isabelle/layerC/pss_scratch.thy	57	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.od4_szP_mem_le	pss_scratch	isabelle/layerC/pss_scratch.thy	63	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.od4_GBT_sz	pss_scratch	isabelle/layerC/pss_scratch.thy	72	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.od4_R_lessBT	pss_scratch	isabelle/layerC/pss_scratch.thy	98	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.od4_peel_less	pss_scratch	isabelle/layerC/pss_scratch.thy	121	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.od4_transfer_all	pss_scratch	isabelle/layerC/pss_scratch.thy	155	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.od4_transfer	pss_scratch	isabelle/layerC/pss_scratch.thy	241	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.od4_R_GBT	pss_scratch	isabelle/layerC/pss_scratch.thy	248	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.od4_leBT_trans	pss_scratch	isabelle/layerC/pss_scratch.thy	304	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.od4_descP_snoc	pss_scratch	isabelle/layerC/pss_scratch.thy	307	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.od4_site_G	pss_scratch	isabelle/layerC/pss_scratch.thy	327	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.od4_R_isOT	pss_scratch	isabelle/layerC/pss_scratch.thy	359	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.od4_R_OT_B	pss_scratch	isabelle/layerC/pss_scratch.thy	394	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.od4_scbext_R	pss_scratch	isabelle/layerC/pss_scratch.thy	414	true	false	8	7	5	chapter-8/local	PSS/after-7
pss_scratch.od4_condVI_nadm_c1	pss_scratch	isabelle/layerC/pss_scratch.thy	479	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.od4_concat_sing	pss_scratch	isabelle/layerC/pss_scratch.thy	625	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.od4_site_c2	pss_scratch	isabelle/layerC/pss_scratch.thy	634	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.od4_master_R	pss_scratch	isabelle/layerC/pss_scratch.thy	760	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.od4_OTpred_mono	pss_scratch	isabelle/layerC/pss_scratch.thy	803	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.od4_DEEPOT	pss_scratch	isabelle/layerC/pss_scratch.thy	849	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.od4_NOBR	pss_scratch	isabelle/layerC/pss_scratch.thy	861	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.od4_OTpred_final	pss_scratch	isabelle/layerC/pss_scratch.thy	874	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.oi5_set_crep	pss_scratch	isabelle/layerC/pss_scratch.thy	920	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.oi5_crep_RP	pss_scratch	isabelle/layerC/pss_scratch.thy	923	false	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.oi5_d4vx_ins_TB	pss_scratch	isabelle/layerC/pss_scratch.thy	932	true	false	8	7	5	chapter-8/local	PSS/after-7
pss_scratch.oi5_d4vx_core_TB	pss_scratch	isabelle/layerC/pss_scratch.thy	960	true	false	8	7	5	chapter-8/local	PSS/after-7
pss_scratch.oy1_base1Y_condIII	pss_scratch	isabelle/layerC/pss_scratch.thy	979	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.oy1_base1Y_condIV	pss_scratch	isabelle/layerC/pss_scratch.thy	1086	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.oi5_IIIIV_pkg	pss_scratch	isabelle/layerC/pss_scratch.thy	1213	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.oi5_regime	pss_scratch	isabelle/layerC/pss_scratch.thy	1374	true	false	8	5,6,7	5	chapter-8/local	PSS/after-7
pss_scratch.oi5_ltJ_or_IVadmeq	pss_scratch	isabelle/layerC/pss_scratch.thy	1453	true	false	8	5,8	5	chapter-8/local	PSS/after-8
pss_scratch.oi5_bodyOT	pss_scratch	isabelle/layerC/pss_scratch.thy	1502	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.oi5_LbaseU	pss_scratch	isabelle/layerC/pss_scratch.thy	1568	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.oy1_core_mono	pss_scratch	isabelle/layerC/pss_scratch.thy	1591	true	false		7	0	PSS/compat-unreached	PSS/after-7
pss_scratch.oy1_core_add	pss_scratch	isabelle/layerC/pss_scratch.thy	1606	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.oy1_ins_le_mono	pss_scratch	isabelle/layerC/pss_scratch.thy	1610	true	false	8	7	5	chapter-8/local	PSS/after-7
pss_scratch.oy1_triG_antitone	pss_scratch	isabelle/layerC/pss_scratch.thy	1628	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.oy1_base1Y	pss_scratch	isabelle/layerC/pss_scratch.thy	1652	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.oy1_base1Y_t2	pss_scratch	isabelle/layerC/pss_scratch.thy	1718	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.od4_termination_census_v4	pss_scratch	isabelle/layerC/pss_scratch.thy	1821	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.oi5_OTint_IIIIV_hp	pss_scratch	isabelle/layerC/pss_scratch.thy	1858	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.oi5_OTint_condIII	pss_scratch	isabelle/layerC/pss_scratch.thy	2149	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.oi5_OTint_condIV	pss_scratch	isabelle/layerC/pss_scratch.thy	2218	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.oi5_termination_census	pss_scratch	isabelle/layerC/pss_scratch.thy	2291	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.oi5_OTint_slot	pss_scratch	isabelle/layerC/pss_scratch.thy	2353	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.oi5_OTmulti	pss_scratch	isabelle/layerC/pss_scratch.thy	2392	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.oi6_termination_census	pss_scratch	isabelle/layerC/pss_scratch.thy	2444	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.otx3_core_tri	pss_scratch	isabelle/layerC/pss_scratch.thy	2517	true	false	8	7,8	5	chapter-8/local	PSS/after-8
pss_scratch.ot1_OTA1_from_bricks	pss_scratch	isabelle/layerC/pss_scratch.thy	2583	true	false	8	7,8	5	chapter-8/local	PSS/after-8
pss_scratch.ot2_IVNP	pss_scratch	isabelle/layerC/pss_scratch.thy	2627	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.oi7_termination_census	pss_scratch	isabelle/layerC/pss_scratch.thy	2649	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.scbext_triG	pss_scratch	isabelle/layerC/pss_scratch.thy	2711	true	false	8	7,8	5	chapter-8/local	PSS/after-8
pss_scratch.ot1_triG_grow	pss_scratch	isabelle/layerC/pss_scratch.thy	2759	true	false	8	8	5	chapter-8/local	PSS/after-8
pss_scratch.crx_tri0_of_nest	pss_scratch	isabelle/layerC/pss_scratch.thy	2784	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.ot1_triG_add	pss_scratch	isabelle/layerC/pss_scratch.thy	2895	true	false	8	8	5	chapter-8/local	PSS/after-8
pss_scratch.cnv_tri0_of_nest	pss_scratch	isabelle/layerC/pss_scratch.thy	2915	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.ot2_IVADMEQ_of_pkg	pss_scratch	isabelle/layerC/pss_scratch.thy	3084	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.ot2_IVADMEQ_mod	pss_scratch	isabelle/layerC/pss_scratch.thy	3232	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.ot2_dins_addBT_of_shape	pss_scratch	isabelle/layerC/pss_scratch.thy	3343	true	false	8	7	5	chapter-8/local	PSS/after-7
pss_scratch.oi8_OTint_IIIIV_hp	pss_scratch	isabelle/layerC/pss_scratch.thy	3432	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.oi8_OTint_condIII	pss_scratch	isabelle/layerC/pss_scratch.thy	3716	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.oi8_OTint_condIV	pss_scratch	isabelle/layerC/pss_scratch.thy	3774	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.oi8_termination_census	pss_scratch	isabelle/layerC/pss_scratch.thy	3849	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.ot1_OTA1_reduce	pss_scratch	isabelle/layerC/pss_scratch.thy	3923	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.ot1_tri0_census	pss_scratch	isabelle/layerC/pss_scratch.thy	4081	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.oy1_tri0Y_census	pss_scratch	isabelle/layerC/pss_scratch.thy	4154	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.ot1_nub_from_A0OT	pss_scratch	isabelle/layerC/pss_scratch.thy	4188	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.ot1_OTA1_from_A0OT	pss_scratch	isabelle/layerC/pss_scratch.thy	4314	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
